,p_value
FAM107B,0.45230335571814284
ME1,0.6126915793852101
TBC1D1,0.15123623708128112
CDK13,0.8495113744855566
MTHFD2,0.0099451976484152
SLC9A7,0.783237673730181
FOXJ2,0.19746518847630118
YBX1,0.06419997964834416
PDE4A,0.1278686207746632
PPP2R5A,0.13729589077608112
CTNNA2,0.00654274040290212
ELAVL1,0.01209180594863614
TIE1,0.04571350428094792
DIP2B,0.9782752198928413
SMARCD1,0.38823118610517526
KDM4A,0.23796935396420485
NFYC,0.646964702554593
ZMYND12,0.06129172240842449
SLC9A3,0.625017991082272
NGEF,0.06377565967295998
ASPM,0.05872761584321632
CD84,0.09769695500168793
ELOVL1,0.01573237698860134
SPI1,0.21166093290366447
ZNRD1,0.11705136950890954
MPPED2,0.09480940186324846
CLDN18,0.04722105011884757
ZBTB11,0.3265051267582927
ATXN3,0.08463863432118635
GOLGA5,0.12041697916259687
FGFR2,0.02830588680461355
LRRC40,0.32916489990869
ISOC1,0.03950885641313003
EML1,0.06100043135993478
TRMT11,0.7689415934262283
THUMPD1,0.9957737807708
MSANTD3,0.30036804820595236
KIF26A,0.6428815260457195
ATG2B,0.2652110809023664
ARFGEF1,0.017354384957226594
ACSM2B,0.0491832134404293
ZFAT,0.07140448438333796
MTFR1,0.028305570441009776
STAG3,0.3964026565017177
FECH,0.1844869416963517
MYO9A,0.6940711886462323
DDX3Y,0.39176548980134773
PFKP,0.10118257787850563
IDI1,0.5051889994774296
SP100,0.43056865063911864
KLF6,0.003834969502063866
PLPP1,0.050195732198849444
NEO1,0.43921603202120085
TRAM1,0.014169120931956653
PHKA1,0.1317195307253637
TNFRSF1A,0.02314398946674319
CACNB1,0.41984921835941846
EVI5,0.6338758100101125
STOML1,0.1560118693558783
PKM,0.002393128172745441
DHX29,0.4333606825506482
DNTTIP2,0.04812610805706117
METTL22,0.18702183447922335
TP53BP1,0.06886991941095835
TRO,0.8680047151168703
RRP15,0.3020657043171979
RHOA,0.01649101704196501
DHX8,0.33445191613672176
PRKCZ,0.14502114809243988
ZFY,0.14382472535741045
IARS2,0.04678065514096624
SYT1,0.01178942852519253
NAV3,0.0526351728331063
IDH3G,0.5131787640664975
ROGDI,0.4493014183936124
PDZD4,0.11345669990323101
ATP2B3,0.1067287614347658
ROCK1,0.1939056650941971
CBFB,0.11069575690519956
PDK3,0.8996448835762413
HYAL2,0.012893491771724315
HDAC4,0.10801955778424117
RASSF1,0.7544468119113013
FGFR3,0.07571962502952256
IFI35,0.1620442062556202
HEATR6,0.21201010297449469
COASY,0.1291374782612169
PLEKHH3,0.07564660460960226
MEF2A,0.2813670212115598
OTUD5,0.042365956326606974
TFE3,0.0690017152180789
TBC1D25,0.4677259818965318
ACSL4,0.12016439491694758
INPP5A,0.11777141683165498
GPKOW,0.011242850941029045
GRIPAP1,0.9057911295015791
FTSJ1,0.461317622788167
PRR11,0.20501451628608583
REEP1,0.06577690923025706
ATP11A,0.5779977888267817
POLR1A,0.5435328363660984
LAPTM4A,0.0025588985670465672
TTC7A,0.8258830059870177
IP6K2,0.09567456255230895
STON1-GTF2A1L,0.06561647559444789
SRBD1,0.9309168031938273
KIF2A,0.10672101135544433
RASGRP2,0.0070350407086544236
PSME4,0.026162631978583723
IFT80,0.7512707444898106
SIRT2,0.7309583274500782
ERLEC1,0.023169372099481007
PPP2R5B,0.16835673592445663
PYGM,0.1295515133001442
PAGE1,0.03574156564731801
PITX1,0.780474430306224
TRPC7,0.29858349007485585
MAST4,0.3359190197162252
ADGRF5,0.05545789004913142
SDK2,0.8085177532277228
ADAM7,0.00016439735774337048
NUP133,0.13419472306599992
NUCKS1,0.06462039389576688
VPS35,0.040203103051066585
DNAJA2,0.008544755340859174
BCL3,0.009204154450681205
KCNAB2,0.9986848159852746
ABCC9,0.010131203687076788
GAL,0.0241139337177723
CLEC2D,0.9587995694866565
FUNDC1,0.11309088737413082
MAOB,0.0017452476045424332
RORA,0.999182394234065
DRD4,0.7411483910578656
TGFBR3,0.023455731070533895
KIAA1107,0.1875359772933016
PLA2G10,0.10730853458306468
HES2,0.11505147986294746
ATP1B3,0.0007707990677353542
NEDD4,0.024551662900313194
PIGB,0.5465874176910217
MAPK6,0.0009086641611736356
GNB5,0.21949264904873272
RAB27A,0.11084169781793805
HDHD5,0.5933643091853191
UFD1,0.5503982862143456
LRP6,0.086385492133919
GUCY2C,0.49266165121995065
SCT,0.5288730953047098
PHRF1,0.9930878477076366
IKBKAP,0.8296721802146395
NUCB2,0.6196917358484959
PFN2,0.08641842277783307
PTPN3,0.05318092091285688
SPTB,0.055248975392201055
DAPP1,0.25036929445140416
FGF10,0.021814396321905807
SLC44A1,0.3860239662378774
TMEM260,0.7306932392599674
SMG6,0.13429826535781983
EXOC5,0.0850138376347423
CLTCL1,0.23708714000012687
FGF22,0.4029686459239963
FSTL3,0.6420177195513872
DGCR2,0.018579288270141145
RNF126,0.13826644308073624
MNT,0.46213793594994124
ZXDC,0.04536211010299329
JMJD6,0.030312792773367472
POLB,0.9499348561160529
ST6GALNAC1,0.6829320732177291
WIPI1,0.29410367536335946
FRMPD1,0.7400015006395341
GBA2,0.22688333315971704
NDST1,0.25984996100213525
ASNS,0.8338589137521509
AP3M2,0.4455592832755959
CNGB1,0.05870052793007814
ST6GALNAC2,0.11602337595147613
CHAT,0.20834655166261443
PABPC1,0.013354091066111904
TESK2,0.040057747878986825
CFAP20,0.19233811584136068
CSNK2A2,0.3242299554201623
PTPN21,0.07108582007036902
EIF2B3,0.5886530419547935
CAMK2A,0.06616024754015373
TCOF1,0.7692491405599685
CDC42,0.017611267649179106
OSBPL3,0.7449371804916505
EPHA8,0.1781001422362745
SLC12A3,0.46824952246110196
RAD18,0.33817685976272527
ATP2B1,0.7080506287610983
TRPM5,0.5611878463484827
NCK2,0.8750354810750902
MAP4K4,0.9765590985594965
MGAT4A,0.9582020750037128
RPL31,0.32132896127626764
WDR1,0.007663643922316367
SNX13,0.46178784889028257
MS4A12,0.06363067150794519
ARHGAP10,0.16611823486353802
RPS6KA2,0.23681253380703607
ING3,0.4280906826656633
VASH1,0.17931516545165405
LMCD1,0.01172346555932001
BUD23,0.5182470129477501
SEL1L,0.18766152250302606
TRIP13,0.09954393997858169
ATP6AP1,0.04916288592386099
TCF3,0.7126458917707794
TRIB2,0.0010012557729820331
DAZAP1,0.694413121173194
MBD3,0.13071074427882043
PRLH,0.6030482037032641
HLTF,0.5287144493430325
FAM50A,0.0038812232975053472
FAM3A,0.6478286130704258
CPSF1,0.5956297908016561
MYO3B,0.038443257944532135
CYBRD1,0.061150152200471986
CDH19,0.03813516625990417
PDCD2,0.40774011758098405
SLC6A15,0.034353580212913536
RDH11,0.07732396284027505
PRKACA,0.18766317562241697
ADGRL1,0.19849898683805126
SPP2,0.008097918846135262
ACTN1,0.19130154895710758
ZFYVE26,0.9549349188095331
RPS6KA6,0.14826599953810962
EPN2,0.06668029125253189
PTPN18,0.4410726956095059
LIMS2,0.0156659867180205
ASIC4,0.03490589888494777
SPEG,0.3012308700486849
LNX1,0.41171863553223564
ALDH3A2,0.06145732047772601
TFRC,0.3364740270639788
SREBF1,0.482252692310165
TRPC5,0.9603896069831066
AFF4,0.9583984531413289
UBE2D1,0.5296442401070153
MPP5,0.3855653261805667
RHOBTB1,0.037026293150287756
SMC1A,0.6909969657344388
HSD17B10,0.03710022758212502
MARK2,0.30032691242462534
HMMR,0.3192364254533381
CHFR,0.9496470591650334
TRHDE,0.17117928175805175
P4HA2,0.1427948586133273
FCGR2B,0.7189289726381596
NFATC3,0.2540186914908117
TRNT1,0.7456489522523508
ACADVL,0.09323793470376912
STK10,0.26254749665862864
FBXW11,0.19120530988251078
ACAP1,0.3617152949593807
CRMP1,0.7685865064232255
EVC,0.19733663745068272
DERL2,0.4487798071822193
SIDT1,0.8885020613254341
NDE1,0.23254784423688082
MRVI1,0.03498657398554067
TMEM38A,0.5208342486252527
AP1M1,0.09873537063018806
PVR,0.2642784096492141
XRCC1,0.3871448449009838
SCARB1,0.0002829678248635634
CYP2W1,0.37139056845106855
MCM2,0.03974414581209204
MOV10L1,0.0373240161107552
PANX2,0.8437756545394194
SELENOO,0.09434451943033835
TP63,0.08747060567099436
ALPK1,0.20245892673697558
LLGL2,0.3685566757558406
PDE8A,0.8010767018431025
CLCN4,0.2308652024528619
NLE1,0.5001174809253884
SDHA,0.0328183788607935
SMARCE1,0.20373153818877252
FNDC8,0.4795499496440162
GSDMB,0.08332788123250784
KDM5A,0.47199683972267514
ADAM11,0.36650769490087887
PPP2R3A,0.06599405957171069
FERMT2,0.07673532468076323
ABCB11,0.06329711312798683
DHRS9,0.009510104412355237
CD5L,0.07102509131579073
PTGS2,0.6116758751724607
IGF2BP2,0.6056329078235276
MAP3K13,0.19093586304725918
ST6GAL1,0.053959759648200586
TBX21,0.014321345165888745
FRY,0.12066770597044998
PICALM,0.014833382084780751
NSF,0.1251428949846167
GLI2,0.04114470727545818
CLASP1,0.32086720470819924
MRPS34,0.029784393103484616
NOTCH3,0.43241676975260634
CLNS1A,0.48585348521788885
PPP2R2C,0.03126485817115131
TEAD2,0.05827257756261835
EED,0.43084353340161585
CDHR2,0.0149158617557848
SNCB,0.16894719582928586
TSG101,0.05253129495869011
NCBP3,0.9758925756843051
ATP2A3,0.7595564790188611
CA12,0.08824515412848107
MGLL,0.3904387147317576
NTN4,0.3923004928119558
BCS1L,0.476248239780534
NUAK1,0.2067886628659709
DPP8,0.7542618053291579
SLC24A1,0.060278736552051404
ZNF532,0.41440402677280663
SCARF1,0.5109334836191096
LMAN1,0.18242993741180794
HACD3,0.06991237351381602
IPCEF1,0.3807418567283424
ZZEF1,0.2101253148644459
NOX3,0.21899697570507695
ENO1,0.007634841140547531
SLC12A1,0.035053381852491974
MYDGF,0.012686803363599146
ANO8,0.8921644871128858
TUBE1,0.7203848813992865
ARHGEF10L,0.008809337778885734
TXK,0.2766846894083084
WSCD2,0.24882983871993847
KCNQ2,0.2576499725957634
TACR2,0.32718129527239226
ACTR6,0.04096742675771047
TIPIN,0.6904403323135037
SRI,0.21887141589619158
EIF4G3,0.4087698330746894
NUP37,0.30366015686021974
SEMA3A,0.11259775673960325
GTSE1,0.3231782183275179
SEMA3C,0.02473720823340085
TTC38,0.08916832265629984
ACAT1,0.5299207183372223
GRAMD4,0.29699563922341954
CELSR1,0.060310877134419606
WNT8B,0.15262301845127732
ZNF638,0.3237761424761847
SLC25A40,0.5278975218840465
TIMM21,0.6985396668829016
ADD2,0.0003876712743688424
FGF4,0.04599417954042158
RASAL2,0.8906855359632775
VPS9D1,0.5093409494043901
ZNF37A,0.9997454412427478
MARK3,0.774749234320818
SLC25A3,0.19720386772385812
FNDC3B,0.6979891805653848
FOSL2,0.18137302690401397
CACNG5,0.009898909539307353
CACNG4,0.37698056138083547
FRYL,0.5071753717040117
TMEM131,0.6039187224919425
FSCN1,0.2915601841473698
ACTB,0.01159261938460599
MOCOS,0.11834948636330536
PLD1,0.9986813560726309
ATP12A,0.14952325642595682
WDR62,0.09578404071854717
DLG1,0.5307487271570556
RAB7A,0.0048991702038635255
BCAP29,0.9533515728671365
SEC31B,0.6481161741714314
SART3,0.027239317343058084
ARHGAP15,0.8867474734295615
TUBA3D,0.001066425254512037
PAX2,0.2732702998141502
EXOSC7,0.92577840690353
KIFAP3,0.29985620732006063
MKRN2,0.04679054807703311
MCM6,0.0014257067444074733
REXO2,0.12042460049941049
RBM7,0.1390917756551426
RBMS2,0.8784440938558717
BAZ2A,0.2683164220896621
PTPN23,0.3147085865849331
MLH1,0.06711169678784054
UNG,0.01059405849266885
FMO4,0.7862028185651213
KLHL20,0.6779236720675507
RGS11,0.09541280066075791
SLC46A1,0.5331751795697016
PLXNA2,0.014924224879674658
SPAG5,0.38368849276054506
ANKRD13A,0.20669826618829307
TPD52,0.01362323527531564
ACACB,0.9066551570683559
TRAF4,0.60925804405655
PAG1,0.00047463352377395793
GPATCH1,0.8120452252828955
ICAM3,0.6101197515770449
NT5C2,0.06352575196696197
MCAM,0.1966383883633935
GPC4,0.0017113227643993033
MBNL3,0.5867767503398836
CAMSAP3,0.8302114927842155
RAP1GAP,0.17357915174999025
XAB2,0.090801246538686
ARHGEF1,0.17486778860255542
STXBP2,0.18060804068898467
MAP2K7,0.25439350609775346
NMRK2,0.0167474294775185
DGKD,0.00360067334540531
CTTNBP2,0.7407010686108956
ACTL6B,0.03532002961379741
RARB,0.03146703785833558
TOP2B,0.17510271058175303
TM9SF3,0.05123578576206849
NFKB2,0.7576495238270639
UBE2T,0.4162745517376951
PPP1R12B,0.1810439600250095
DNAJC10,0.035745286048818554
GTF3C1,0.09612589005253756
IL4R,0.1613439260635287
USP33,0.5428962230312564
PAK3,0.13465158919337086
CAPN6,0.04733423849963614
DCX,0.03398443514187546
SNRPA,0.5730238779841119
SPAG6,0.007540985997400624
EXOSC5,0.4234923839908581
DYNC1I2,0.0010479450162308689
APBB1IP,0.33950434970251964
LRCH4,0.694496815237456
FAM76B,0.6896425032997604
SIRT6,0.9803622692753494
TYR,0.022722412785716104
POLD3,0.025775093450371742
ACTN2,0.021964645302033133
CAPZB,0.2360556993267137
GPR137B,0.020269522694324235
NAALAD2,0.03876597881188629
JADE1,0.367739591822832
SLC25A43,0.3256704522438709
UBE2A,0.3439723801599096
FGFR1,0.08080498828514841
FKBP6,0.13647458765047255
SMC1B,0.06966312309541953
FBLN1,0.005350814105565908
ITGA8,0.5357707533598124
CST7,0.0033442525884353315
MAP2,0.48390641823422675
PIAS2,0.517364445431118
AMPH,0.09669676245089469
ARAF,0.42734902456273716
MCCC1,0.5811573415147383
LAMP3,0.17237128398754667
FAP,0.04417719924530304
NEBL,0.030689945202574558
ACER3,0.27658824024362105
UBE2K,0.08990100710162305
PIK3C3,0.5347665886086554
N4BP2,0.395965860397673
TIGAR,0.10593642643743438
TULP3,0.039204149443324086
SYNJ2,0.3493720142633139
ADCY2,0.056041989624762895
PPP2R5C,0.010594325059094143
RBFOX1,0.0483832290003179
GNB1,0.048201216922783736
HOXA9,0.32899048347792526
EDN1,0.09588167828927681
MLLT10,0.5919189748262494
ZCWPW1,0.30667142367322364
ADCYAP1R1,0.03291486591190306
FGF20,0.09112009141366426
P2RY10,0.07143607505204884
ITM2A,0.051083027238843164
NRDC,0.674751943803494
VDAC3,0.12468082735305308
PCM1,0.07190051324402559
TNRC6C,0.487694387983422
CBFA2T2,0.478839622816873
BRINP1,0.030600726723348827
ITCH,0.09460003305017195
PKD2L2,0.012745760823889351
TP53INP2,0.38573288627258295
SDF4,0.06472847182177037
MYH7B,0.4337975933006959
BPIFB2,0.16966358521779237
TP73,0.17402300859285902
TOLLIP,0.05735869650450871
UBE2D4,0.18185626631802865
CLUL1,0.08191469970022862
RUNX1T1,0.2270162033716395
CDH17,0.005933609581492883
THOC1,0.24391623841833998
FKBP7,0.43837576347302876
OSBPL6,0.1245349197463016
SLC1A3,0.39553314647578053
XRCC5,0.0940241392525235
LXN,0.07038387026901555
SP140,0.8807409686454326
MKNK1,0.9651787867973021
TNS1,0.8023344577600853
REXO1,0.8780827250123939
SAR1A,0.049259659822027596
CDC14A,0.6163294237832397
RAPGEF3,0.04084897370010632
CEACAM1,0.06340141436686954
SENP1,0.14620768163451173
DUSP13,0.06442813431488782
CIC,0.3214691111677719
LIPE,0.5601753147705691
FDFT1,0.0686520046596074
PAFAH1B3,0.17611412847870309
OPHN1,0.011911084103149018
AFM,0.010236295967426246
KIF22,0.17884042709620332
SCGN,0.5887764684979431
CARMIL1,0.2705231560690689
PGM1,0.013780533465568184
DDX1,0.04349262382136919
DNM2,0.37369456693025993
EPB41L2,0.00045854315913050457
RIMS1,0.02748108319337853
MOXD1,0.0023416524304841657
STX7,0.3271516288644666
RABL2B,0.6354141709573864
KEAP1,0.0007589996940168274
DDX43,0.37195275201742994
PTPRH,0.9722540064012024
DCT,0.04811910525804015
SLC35C2,0.546329554029523
CRYBG3,0.8689044566749291
EPHA6,0.009140765610877991
SCTR,0.046864085359090146
RFX3,0.8422632592823733
RIF1,0.5998784033436607
RAB21,0.14529040855063588
SLC4A4,0.10489857371750833
SMARCA2,0.00981275064976815
RDH8,0.016430155209875758
SESN1,0.4058442811086488
MID2,0.06469221912978187
PIH1D3,0.27381690893610594
COL5A3,0.06702517652964593
SRCAP,0.8871543709684504
PUM3,0.9925453024475648
CPB2,0.012097390148190834
CHRNA3,0.09438042459879446
KCNN2,0.19967036604718155
CNOT4,0.4998729941955714
PSEN1,0.12631205693522113
CPOX,0.29606017238752896
CLDND1,0.7521693386668549
MOK,0.5588687541214616
HSP90AA1,0.0002726775987184453
RBL1,0.40074176276621754
DLGAP4,0.06027698380844171
IGSF9B,0.5853528787248977
CFHR2,0.462997872449894
CROCCP3,0.019551547569583622
NDC80,0.2981337144596171
AP4E1,0.8838688929654706
RSBN1,0.09201244673983183
MAGI3,0.2828513267249573
CXCL2,0.14315473240499524
AFP,0.09008025600572878
COL4A4,0.34113584490159554
TCF7,0.030208837695196777
OSTM1,0.07450047262534247
CDH7,0.04306233131626689
IMPG2,0.034858720472991676
PCNP,0.11891347867631918
EXD2,0.5953639605136466
ARG2,0.774138829359696
MEF2C,0.1768493116558693
PTPRC,0.5332373279560416
CACNA1S,0.20833978836752445
PKP1,0.48652272046821154
UBA5,0.9219842444150068
STK17B,0.10776219654154388
CDC14B,0.03789239647046735
ZNF510,0.23950614493652805
LRP2,0.030578680263090845
ZNF506,0.781825025290713
JMJD4,0.25858467919528205
DUSP12,0.018913747343793943
AACS,0.4601176286183606
KIAA0141,0.23864450269437246
SLC13A1,0.02799538062988985
CADPS2,0.07656886958859058
PCDHB4,0.0022074033017435873
PCDHA6,0.045214501863648525
PCDHGA2,0.12538726782238827
HSPB11,0.6464412640787724
PHLPP1,0.05168174866527321
ATP8B1,0.03743443343444294
IL12RB2,0.5025795386000147
SMARCD3,0.8250011098216117
WDR70,0.6460063594748403
FYB,0.10367172135443085
MPP4,0.04401780061148424
STRADB,0.006178203569857731
BZW1,0.000873439209482123
PGR,0.02991993814945904
C1QTNF3,0.08478730514864041
ME2,0.8071229016677852
C5orf22,0.08403584242669457
CCNT2,0.3743190303999159
FAM135A,0.406705526500748
COL19A1,0.00027177173627196535
EPB41L3,0.18715498441813952
COBLL1,0.05519780047122908
DLG3,0.96031775206855
KCNK2,0.17164217684925281
SERTAD4,0.05489654152116996
TRAF5,0.05649190357736919
MRPL22,0.305040230722648
GEMIN5,0.16668011023213966
OPRK1,0.15891527085946608
NFE2L1,0.0012913445665744625
SEMA5B,0.5163791264449151
GSK3B,0.3102161414709595
ITGB5,0.38493998880434055
ERC1,0.10858745445877889
XPO1,0.4607728913833542
LINC01587,0.13178938546399802
RNF13,0.06830097045187322
TRPM3,0.028184804646981133
PALB2,0.060544799676643835
DOPEY1,0.09737923989240138
LYRM2,0.031976868089920125
BCKDHB,0.8559904162716582
KAT6A,0.522738671755034
ZCCHC6,0.20431158778750036
ULK2,0.6025078414640779
GRHL2,0.1107054819854587
TNPO1,0.05649330329657032
PLOD1,0.3636515446621644
P2RX5,0.0005375455151086148
ITGAE,0.6209174804116927
DIS3,0.7633074911327484
PIBF1,0.5386140192154396
TDRD3,0.37148640144592837
NUFIP1,0.36415020512974394
PDS5B,0.3655312035379136
OXCT1,0.33349423267923306
RRAGB,0.22491199982198937
EPYC,0.0007290985822540804
CYLD,0.36575311592529913
SLC27A5,0.17285103943667238
ZNF324,0.4241959157414501
ZNF671,0.3306836376910943
ZNF416,0.013594569760480714
ZNF586,0.8767786288582939
ZNF446,0.9461542954366663
ZNF264,0.9748650374839123
RPS5,0.5802553839093885
FAT1,0.04209507663491091
YTHDC1,0.07668206939456057
CHMP2B,0.22254693259861838
SMAP2,0.868881668021118
PPIE,0.31657187631891776
ZMPSTE24,0.047000606141495205
STARD7,0.004645641346432392
NOA1,0.14645753200633094
REST,0.041652266852177315
HAL,0.02768586730548944
SSH1,0.004155317539945577
GSTP1,0.0134146116766889
APLP2,0.9078189007295735
FAM234B,0.5099431442270028
SLCO1A2,0.007360943526253453
WBP11,0.00452486517662318
EIF3I,0.008170547233346863
NKAIN1,0.2621457277892534
COL16A1,0.09390902057389303
TXLNA,0.011818566913464088
APOB,0.08010787980758258
NCOA1,0.12971096573033983
AGBL5,0.14483210988548373
EFR3B,0.08847117521044548
KIF3C,0.030037070671304636
RAB10,0.018182424060774895
GCKR,0.24752200879674777
HADHA,0.04190304897806392
MAPRE3,0.4369498963658377
CAD,0.20801117919189996
CD59,0.004479238526764108
CD82,0.25981501350856445
BCORL1,0.47440388397045086
ATRX,0.41988701454048605
AK6,0.02181032581922152
FCN1,0.30784533325533403
MYNN,0.6998470100526528
MECOM,0.03819202769493855
SCAMP1,0.11685857258105423
PREP,0.07037571744936397
HACE1,0.2591592328002865
SEH1L,0.8403870533895206
WDR47,0.6747262058584432
WDFY1,0.023290894778483968
OVGP1,0.17432445207533154
SLC25A24,0.3277686631045713
MAP3K4,0.5357509279422463
PILRA,0.25091876819389136
IGSF9,0.001122631414182848
ABCB1,0.17458033144347568
ZNF213,0.14054298792300018
AKR1B1,0.21847422793935362
CPNE3,0.14361676842477072
RRN3,0.020061190324188977
CTTN,0.5318986784475963
WNT11,0.7891058747550248
MTIF2,0.24380318972552698
DDHD2,0.03902216459829555
TTC39A,0.02127741697526993
EPS15,0.5063893780024538
ORC1,0.2949758695692118
MGST2,0.5502399623361982
CHERP,0.14729598540028982
ATG16L1,0.7909181492846755
USP40,0.7208960595300384
POMGNT1,0.7989684319658674
RAD54L,0.2836094967364069
MAST2,0.17536286606606477
DNAJA1,0.0008274015815457449
B4GALT1,0.04685596235101785
CHMP5,0.027726983183627155
NFX1,0.12379350941124857
AQP6,0.18635590142784167
DIMT1,0.45561050149893667
IPO11,0.3525845068826712
FOLH1,0.09795159752119573
EIF2AK1,0.07975987764949001
NME8,0.015856940347629644
EPDR1,0.4693405834394291
SNX10,0.7897552259003643
SEPHS1,0.04671376691503302
MRPL28,0.5042878797200467
HBQ1,0.2735876128717903
ITPKC,0.07937874239084974
CEACAM6,0.029300793167027613
FAT2,0.033519262217618605
RBM22,0.1457114188684114
TMED2,0.012443310731482811
ERO1B,0.5072439357605786
ZFAND6,0.47065110526409937
HSD17B2,0.035233469887699174
TXLNG,0.4188171785806535
PPEF1,0.2330978529208157
LAT2,0.008730122509444969
HUWE1,0.6145977923851016
ZW10,0.0737678803276002
ALG9,0.4698960073199171
MYBPC2,0.0008688472867307674
NOX4,0.05107713290925643
ACOX3,0.9439321370767645
MTMR2,0.2623949225334106
PPP1R15A,0.2753083619568514
HSD17B14,0.9571582007027557
TRIP6,0.0999363189249072
ACHE,0.3294912935041817
FTL,0.06602176106300964
SRRT,0.6109410009075436
BAX,0.19208869874740234
NLK,0.9792371364593603
PIGS,0.19581356687943519
ADAMTS2,0.13826909865994458
TMPRSS11E,0.18561298225130055
ATXN7L3,0.08302911432291832
PGS1,0.25262299901380125
PSMC5,0.07983188068476386
UIMC1,0.30479185267098735
CETP,0.6705639181760641
MMP2,0.1261249795267171
MT3,0.2996181013249636
LPCAT2,0.2985817248514868
GNAO1,0.16871683669456172
OGFOD1,0.05935227775249692
SH3BP2,0.007202529620756069
NOP14,0.31071667071068754
ADD1,0.27412030322523
