,CLL_p_value,T2D_p_value
SP2-AS1,0.02637015507717643,0.01796435396535802
ACTR2,0.026392189027266467,7.421740596379085e-06
CTR9,0.026393404327028875,1.3635379637747698e-05
PPM1G,0.026393920015321832,5.5734481350229565e-05
PARD3B,0.026401253882099428,3.215455627989422e-05
KCNC2,0.026425475904600523,0.0027385923521594884
TTC23L,0.026454432043074863,0.0007188294739357882
GSTO2,0.0264665499658093,1.0993287186254949e-06
DEPTOR,0.02646745055440163,0.0002614246162081807
CCDC124,0.026472296822539078,0.0002730666514952562
USP11,0.026477607990550545,4.395130366948345e-06
KDELR1,0.026487318813935217,1.0053623226028209e-05
IPO7,0.026508191969076222,1.005313560912147e-05
ANGPTL5,0.026529368618403486,0.004051194687365682
TBK1,0.026536946974947462,5.758089092080691e-06
PABPC5-AS1,0.02653802888363031,0.049472259972472454
IFI27,0.026542044391693297,0.0023870690665087754
LOC283299,0.026543758150062897,0.02854604049338602
PRKG2,0.026547888793344916,0.0001002921936016674
PGM5,0.026564445730487163,0.000785343615800744
ADCY1,0.02660850167524007,0.00021970357351046172
R3HCC1,0.026635281733532485,5.087369692254119e-06
LSM1,0.02666339697521846,3.4660823914054465e-07
GPN1,0.026670749669448657,7.971258730524538e-07
PSMD10,0.026687697243386994,7.365089477137019e-09
SHC4,0.026689671860175075,0.0329212898429187
STATH,0.02670770236387759,0.005723777905714513
FASTKD5,0.02671139229731206,1.936352853519646e-06
MEX3C,0.02672447201473754,0.00023088789438738356
THSD4,0.026749819951257255,0.02256430095119806
COMMD5,0.02680558018151278,1.2580816504819692e-06
RTL9,0.026814796781323764,0.0038672877731652892
DNHD1,0.026821499345829204,0.002524787779041635
LOC105369779,0.026821572349710308,0.00017371262237591753
WDR18,0.026829081366213613,0.0008520522076978134
LOC101929331,0.02684932479286575,0.007888576221854238
TSSC4,0.026862882432512218,3.436924638191924e-05
SAMD13,0.026869011885876266,9.265733319303291e-06
MEGF11,0.026880440798238925,0.006797357936418572
FAM120AOS,0.026901311840716906,9.673983016602462e-06
LCMT1,0.02693687861435447,1.4648568481021827e-08
COBL,0.02693986049622795,5.700329516896788e-05
SKI,0.026951645766418144,0.0009370658265184569
HIF1AN,0.026962091683946213,7.188047399889816e-06
SZRD1,0.02697070937812109,1.2020090038928409e-05
MRPL45,0.026973113746608046,4.066606273636923e-07
GABRB3,0.026988769624718467,2.621814101427699e-05
RABAC1,0.026995183860486764,1.851076331833836e-05
DTNA,0.027010313002432257,3.66724556777811e-05
S100Z,0.027010955766326002,0.020207391868281323
PRRG1,0.027020301030756838,0.00013545343779774278
EHF,0.027021012598287437,0.00022576302565366078
RAB43,0.027034167165057948,0.014522945285150001
PDK1,0.02703479036949187,0.049040727789147504
STXBP5L,0.02705213861110591,4.438389669328439e-05
DYRK3,0.02706220318812478,0.021464117090371788
COX7A2,0.027079169763936664,2.0844182920260835e-08
SPRY3,0.027122663399260515,3.11932364607495e-05
PPIC,0.02712410756800388,0.009182698196734512
MRPS18B,0.027144513868597345,4.51695243692363e-07
MIR924HG,0.02717096513566025,0.006497589236025486
TGFBR1,0.027171792176139156,0.0004363597411166153
KLHL6-AS1,0.027218804973033826,0.006680015725951119
PLXND1,0.027238237327500508,0.0005711046688798033
SART3,0.027239317343058084,3.7034668055886603e-06
C10orf90,0.02727906829963389,0.035554036166643675
PSENEN,0.027279530175981,0.0001862716651958508
DNLZ,0.027290174636082142,0.0021226401019872826
CNBP,0.027302484845643647,0.0001804332256496962
NOP58,0.02731081268933336,2.2065617656951954e-06
NFIA-AS2,0.027414079966953837,0.018441049739396587
LINC01361,0.027437973339612405,0.00034596212311722194
KIAA0895L,0.027448299888653452,0.00019926376767579005
COPE,0.02745314776675242,1.1599930321107359e-05
RIMS1,0.02748108319337853,0.01267450155082432
LRP12,0.027489099293149737,5.581074764451572e-06
AFF1,0.027498231986751345,1.2137778597642736e-05
KRT33A,0.027520694776799953,0.025412094445686016
LOC284930,0.027534494017419284,0.031010326232988498
BID,0.027547181857677405,0.000682558214278507
PRLR,0.027573590371979945,0.0010634984893051218
MDH1,0.02760292422196936,9.276462656302303e-10
BAZ2B,0.027605235282770535,5.897534092653954e-07
PCYOX1,0.027623243365298,6.854182654819015e-06
CFAP47,0.02762838300324412,0.02741871015094418
DNAH9,0.027655663963787047,0.0005140449741363784
CSDE1,0.02766368886647359,1.930742433905524e-06
HAL,0.02768586730548944,0.004460159888694781
RAI14,0.02769332667851039,0.012634750276353445
CCT3,0.027721858108756475,2.147287056896336e-08
CHMP5,0.027726983183627155,2.55207004958307e-07
TUBA4A,0.027731176900818,7.976859116782405e-07
LINC00888,0.02774259504341978,4.6526274282221345e-06
UBL5,0.027764204026272808,5.371452148350452e-09
SMARCA5,0.02777825458035071,6.7820086599663526e-06
CC2D2A,0.027827850235675654,6.975985116040525e-06
MKRN1,0.027837953955387233,0.00024265704109463048
ZNF584,0.02785966923116229,1.2099450079674917e-05
LYPLA2,0.027888464400343305,0.0003194089846125113
MRPL4,0.027889438161479534,0.001578361092797095
TTLL7,0.027896277439530045,1.4082643918999844e-05
GABRR1,0.027902223016885254,0.03448236815763136
NEB,0.027925131860695233,0.007566171558191921
GCC1,0.027928316083412504,2.3522238276010443e-05
GLDN,0.027937422600819575,0.022739724712051133
C20orf202,0.02794157588127069,0.00016143766619532574
FER1L6-AS2,0.027978526699885473,0.02525686727596547
SLC13A1,0.02799538062988985,0.004710949595955149
FIGN,0.02801014798059812,0.0001760001921202838
FBXL14,0.02802839615296887,0.00016766715194087975
RING1,0.028033682098231108,0.0012564483332139697
MXRA7,0.028153164494453743,1.727008485859567e-05
TRPM3,0.028184804646981133,0.00011785065193388892
LIPH,0.02819545869273927,0.0002809510636700535
SERPINH1,0.028201547456833856,0.010477115502965801
CCDC85B,0.02821439593981214,0.04306079657875397
ZNF711,0.028227475094931804,1.6915152733342947e-05
CNTN1,0.0282304682972905,9.998361651695893e-05
OAS1,0.02825175119013407,0.00010235589947991382
RUBCN,0.02827244521290675,1.6229959040815844e-05
SYT9,0.028277421123997774,8.029736497427605e-06
DEGS1,0.02829727316086939,2.684108274151393e-06
MRPL18,0.028302369456125093,4.4239025330240274e-08
MTFR1,0.028305570441009776,1.578669408170495e-06
FGFR2,0.02830588680461355,0.01691303317689215
TCTN3,0.0283261014183822,1.9998119762687865e-07
MAMLD1,0.028363925930413935,0.001321158042023142
HNF1A,0.028365432513152603,0.00037935512347889985
TMX4,0.028374269970308338,1.7927358296232127e-05
AMIGO1,0.02840153982994938,5.40054434743587e-05
OSGIN2,0.028419669254115543,1.1278473334731986e-05
FBXO46,0.028439799458099244,0.0007370759372446257
LINC01267,0.028441319389732284,0.03729662031517489
NDUFB10,0.02845884942005504,4.260074610291843e-06
RSL24D1,0.028516819934876318,0.00010901687575885685
DNAJC14,0.02853416222613722,6.175307450229469e-06
MINPP1,0.02855305353707514,1.4406340020755964e-05
ARHGAP28,0.02857264895272069,0.005393592762315376
YIPF2,0.028607882397916267,4.8631773000926156e-05
ME3,0.028609192639178434,4.438935633296499e-05
NMNAT2,0.02861250891346114,2.8603335196109005e-05
ARHGAP29,0.028612667781851314,0.0005144520231044095
RBM38,0.028636337397697515,0.029465043916774073
PTPRZ1,0.02864256585165204,0.00037651440236244826
SERINC3,0.028643520416956208,1.5908679155180355e-06
REPS2,0.028671831909718757,0.00022082439750560566
ESRRG,0.028698072910090532,7.636412438384e-06
SLC38A3,0.02869864497996078,0.01890600308014317
ACOT7,0.02871954296601403,0.00010040164645640095
PTPRG-AS1,0.028764563837088246,0.0003009833404628914
GSS,0.02879222149692406,2.0688088524613423e-06
NALCN,0.028827307167215536,3.956140222069087e-05
PDIA6,0.028830276737930264,1.2538262108745168e-06
LEO1,0.028832085443127275,2.3922508479434264e-08
ABCC11,0.02883444758980406,0.0012137104644793838
TMED7-TICAM2,0.028844713524967435,0.005066622088459862
SLC1A2,0.028871702589951018,0.01077971983449559
C10orf67,0.02887515759098402,0.03399820200474265
ATP6V1B2,0.028888450162143836,4.075112678151907e-05
NEK10,0.028909904380833636,0.01632633571892323
CHRNB2,0.028911459934513887,7.088523064745755e-05
FREM2,0.0289132353609307,0.03414679340981796
C9orf135,0.028919565160191892,0.00025888662039022
KCNN4,0.028922263650072205,0.04035736676065634
BOD1,0.02892800127187471,9.926520646591879e-05
SOWAHD,0.02893363839787703,0.0463901519150014
SLC15A1,0.028949382020548975,0.025732355643928267
MRPS36,0.0289844186777683,0.0006026917662263541
PDE7A,0.02903115812998986,0.005050815795607387
ACD,0.029042173680825026,0.0003798904512589086
OR11H4,0.02905472192105341,0.011143716938402066
MAGI2-AS3,0.02909938862916208,3.892954854165359e-05
ART5,0.029120282489054548,0.005449827877173913
NDUFA13,0.029141939268756495,1.7523128706396206e-05
SOX12,0.02915433184016829,0.00033365602009583075
KC6,0.029155822974027946,0.0025845243453339567
FAM168B,0.029170305247124256,0.00019863327130867394
NXN,0.02919179331168468,0.005544608530198991
CEACAM6,0.029300793167027613,0.020390710748607488
C9orf64,0.029331740242440174,1.2913226162878058e-06
CCDC178,0.029333972170764354,0.005794352239634376
COPB2,0.029334193461916867,8.367211402793953e-08
MAFG,0.029375958245908898,0.0011238893161978944
HMGN4,0.02940126969004124,3.0451038634181463e-06
SCYL1,0.029416585996865738,0.00041776171479178734
INSIG1,0.02944194520321255,0.0003880280815991523
GC,0.029449585906864723,0.0007339899547462541
SPAG7,0.02946192353456582,1.7186574080420232e-07
SIAH2,0.029469295233517087,0.0029802757128727314
PPP2R5D,0.029488773213860914,5.036288096015568e-05
CHMP1A,0.02949695547572891,1.6637044298252234e-05
FREM1,0.029497563885791233,0.016653140114504344
DALRD3,0.02951454577210536,0.001023487495380158
ZNF408,0.02951745362036653,2.135233271508852e-05
PRPS1,0.029547388195392578,7.741875988274146e-06
SCML2,0.029631649520402488,4.8428100617060515e-06
TMEM70,0.029639204322794297,0.00022504040323556476
SNRPD2,0.02964262747584019,0.0181036253008293
UBE2R2,0.029662813366413295,0.00010680681809536102
SGPP2,0.029663051995069304,2.863084001302288e-05
LINC01744,0.02968990795154153,0.03233975529198587
EPHA3,0.029696197574615956,0.004490816627386952
NFU1,0.029743494539003823,4.049557171218992e-10
BUD13,0.02974797690669575,2.3631668368698326e-06
LINC01410,0.029756003548249303,0.016205541706562035
TMSB4X,0.02975941035326363,0.038359117349348534
LINC00320,0.029766884458283457,0.005565066352489476
PSME3,0.02977153614574257,8.508681297654112e-06
USP1,0.029781549114797787,9.005365493479145e-06
LINC02177,0.029783515329183587,0.005295306598069405
MRPS34,0.029784393103484616,0.00019330246089733425
FAM169A,0.02979375557090873,8.995320531651562e-05
FAM13B,0.02981352268415733,9.928987470490053e-06
SIGLEC6,0.029842514135360824,0.02562504011851508
C4orf36,0.029847110950486304,2.3097798474434764e-05
PFDN6,0.029860925612924492,1.4562164078553943e-05
CEBPZ,0.02986162542632474,4.5980393121780986e-07
FRG1,0.029877989650407995,9.783323093072314e-07
CFAP69,0.029885531333559718,0.02340335060112844
SPTLC1,0.02989384652778424,2.2799971183572425e-07
SPINT2,0.029903699420822428,5.0211936384149226e-05
PGR,0.02991993814945904,0.0004731850567967438
LRRC37A11P,0.029934979315432885,0.009122578706449213
PIK3R3,0.029951663156072547,1.1285372781967785e-05
PDE4B,0.029965644213154893,0.006896486189837338
GULP1,0.029967603511674535,0.012053915239541262
PEX5L,0.02997189783246658,0.000799867017704481
PRC1,0.029977313974552007,0.0004685567592379272
CPT1A,0.029990873580091868,0.00011160493361891612
PDE3A,0.03000297994127299,0.0002548805121622697
CKS1B,0.030003526813419848,4.908387404319623e-07
KIF3C,0.030037070671304636,1.945387198449601e-05
LPP,0.030049785953988724,0.004002801896568401
BNIP3L,0.030056646794333636,0.012693704337287925
PRKAR1B,0.0300822881482775,4.716031714172996e-05
ARMCX2,0.030089050585243363,1.598101367924232e-05
WIPF3,0.0301091495682314,0.0023915170147685554
ARL4C,0.0301327313024497,0.00036903673737367855
TMPRSS12,0.030155717970761862,0.0191647963209325
KHSRP,0.030165022262142044,0.0004404245159188727
EEF2KMT,0.030177842850928602,2.0193590174974034e-05
MORF4L2,0.030215596045595757,7.938002292521701e-07
FSTL1,0.030258061759652503,0.005173296609943246
JMJD6,0.030312792773367472,0.0011700571496385816
DRC7,0.03031840723069968,0.002782425703104022
TATDN3,0.030319350952279913,2.8303807896283842e-06
LINC00261,0.0303216831583489,1.047827421859254e-05
BMPR2,0.03033822473461049,4.569466029109185e-05
CLTC,0.03034415635293339,1.461718575019215e-06
STT3A,0.030348566149180738,1.9076423191652346e-06
FAM174A,0.030357051175633303,4.352205499469734e-06
ARHGAP44,0.030391665970052682,4.124589210400995e-05
LOC101927267,0.030448085178021916,0.002945409135776984
SOCS2,0.030449638780094344,0.0038088899157043476
DLX1,0.030452784182366327,0.04995106438766892
HMOX2,0.03046124584098787,0.00041490519495978684
STYXL1,0.03046560392947061,6.879360542975807e-05
SEMA5A,0.03046720875338566,4.2529644463156566e-05
GABRP,0.03049641317029435,0.020127469445105895
DENND6B,0.030515454864271385,0.002493096573016211
MAP1B,0.030529194692581866,0.0018317763678070724
NDUFA2,0.0305310670240264,3.288172284561238e-09
CRISPLD1,0.0305372275826292,0.040760259975529116
TUFM,0.03054910501832558,0.00019107778626475998
UBE2Q2,0.03057133694028712,1.1399465272210225e-05
PPP1R14C,0.030587075089849473,1.1595858744375688e-05
BRINP1,0.030600726723348827,0.00011840353152581296
TBL2,0.030619057948419817,4.296455394243781e-05
ABCG8,0.03064601352732105,0.04152553875621361
NUTF2,0.030653464096065123,0.0027430079784835503
NEBL,0.030689945202574558,6.345442707932056e-05
RASSF5,0.030703157973579042,2.3972381385631223e-05
UBE2Q1,0.030713626915564302,6.321623759599901e-05
MAFK,0.03074289900655631,0.004629708406655046
AGPAT5,0.030751941120583385,0.0002220883706138477
ADGRG4,0.03075800392743523,0.002603470316108476
TMEM150C,0.030800228201791183,3.857332039624082e-05
MTTP,0.03081087733058164,0.00010019520999269803
LAMTOR3,0.030818062833333416,1.8933125843911473e-05
RAB1A,0.03083954126808692,8.710555402245133e-06
MSI1,0.030859161483777733,2.236498645722786e-05
UBAP1L,0.03089434693890727,0.002008278425496223
LINC01419,0.030897180480025783,0.04555392087123058
PLET1,0.030903334216107407,0.0018031117917995355
TRIM55,0.030906469193128533,0.006217670248692966
NLGN1,0.030917369455743384,2.0248150675130955e-05
TMEM245,0.03092826842613403,1.49415617039281e-05
PTRH1,0.030933066094395476,0.0037722368453029765
F8A1,0.030937017842735157,0.004361095997741391
GPT2,0.030959506073575286,0.00405803761529275
LONRF3,0.030986924737899085,0.009049444085937372
USP9X,0.030988556532639815,1.8437804127955964e-05
CD6,0.030999209561247812,0.0010120672894480924
SCN3B,0.03100144624664212,2.8311031078027647e-05
TYW1,0.031034586414257232,2.7448703073943805e-07
LRP2BP,0.03105218612248753,0.00014271429139241012
TMED11P,0.031078602609323776,0.023076214840579385
CALD1,0.031120489799065783,9.178556994227999e-05
LOC442497,0.03115887419919545,0.002358475005815752
TSPAN31,0.031234139017019907,2.271066231431565e-05
PPP2R2C,0.03126485817115131,5.372722983591664e-05
MED26,0.03126686978660371,0.00047665268822612105
CSE1L,0.03128845313933101,1.265003561854369e-06
STON2,0.03132693415596701,1.1400311445209635e-05
NXF4,0.03136789832404195,0.020964407795931225
VPS13A,0.0313699687253221,1.84346924939214e-05
CCDC28A,0.031382361816794296,2.719183874507073e-07
TINF2,0.031401278284034544,5.063464962217596e-06
HNRNPA1L2,0.031402169365833024,5.949726210992308e-06
MBOAT2,0.03142583702554627,0.00011632154919776809
RPH3A,0.03142940083006175,0.0019954594905124265
GPN3,0.03143270291679188,1.845321940407327e-08
PCSK1,0.03144521710728198,0.00020883443796742697
RARB,0.03146703785833558,0.009757487066853796
PITHD1,0.03147957910578491,1.6430442458547374e-05
RECQL,0.03148393912693964,4.196118089836003e-06
DHX9,0.03152250891495643,3.7604443256209406e-06
SLC48A1,0.03152636897092042,3.0787415024710266e-05
RRS1-AS1,0.03152669656951024,0.003954736270290918
PPP1R1A,0.031529374037212024,0.00019974476975606687
MRPL10,0.03157899551938462,1.3976388702353131e-05
ZNF98,0.0315931593174797,0.0002461587124701004
DLGAP3,0.031602015572531804,0.00029723770847044746
SNTG2,0.031662249416489,0.0002583868538850937
PDE11A,0.0316814215104511,0.03601779412183139
RCBTB2,0.03168428202632373,1.6567347195356076e-05
LOC100288748,0.0317000768414007,3.727086762062305e-05
SNHG20,0.031723537445039106,0.008076390641673236
FAM234A,0.03174448138848638,9.007288424668915e-05
C3orf52,0.03175978050346491,0.04891534049359318
CERS3,0.031765907070517935,0.03122310469537321
FAM91A1,0.031766164454385216,4.83801297159457e-05
PTPN6,0.031767620220132305,0.002357135575544054
SVOP,0.031814797014331354,8.963395197123944e-05
RGS7BP,0.031874980530697296,0.0019522710759005044
AMZ2,0.031913519735849556,1.4139628292260342e-07
PDAP1,0.031915379685370754,8.26465765488289e-06
COPB1,0.031930134945815064,3.7337105858364226e-08
MIA2,0.03196114372217139,1.2852399146082702e-05
GREM1,0.0319614886542314,0.024608604037721832
LYRM2,0.031976868089920125,3.0770453380817635e-06
TAX1BP1,0.0320285831357514,1.4268223531132983e-07
LINC00589,0.03203337035384026,0.019231942427736706
FAHD1,0.032034149694557236,4.022809271689884e-06
DEPDC1B,0.032036800346245474,0.005013390356098983
DSC2,0.0320678102432127,0.0014771161252545722
GPR137C,0.03211236507917907,0.002045444244473012
CTSA,0.03211633216477212,0.00012187466576180278
PLCB3,0.03213127592854772,0.024434051477667435
SAGE1,0.03216115113110775,0.0003250603090901322
LMBRD1,0.03217522044639447,5.675441008704939e-08
B9D1,0.03218531460917826,8.326254509760378e-07
EPB41,0.03220208651380567,1.7900420775360143e-05
TM9SF1,0.03221205499085891,4.4067488692375334e-05
LMCD1-AS1,0.03221383539978859,0.03709733531716038
LINC02009,0.03223358543975228,0.022344741042555166
SNORD69,0.032237182922732185,0.001476250711819498
SLC30A5,0.03226828763575857,4.391757651643501e-05
LINC01091,0.03230518221566978,6.621707464847695e-05
ZDHHC20,0.0323658689018764,1.7607534364099017e-05
POLDIP3,0.03237826145332553,3.468070723971486e-05
CSTF1,0.03237994196379823,2.0747798944930617e-08
MIEF2,0.032398609501479464,0.00010374534762495297
DGKK,0.03240834446630686,0.025124560223702627
RASEF,0.03241004461699549,0.026409712834707107
ADAMTS18,0.03241905296976088,0.004520019784397166
ZBTB45,0.03242046710695321,0.01475319394378256
GRIN2B,0.03242425601571261,0.010009332006602152
CNIH3,0.032439103896104854,0.00025208036170272236
HADHB,0.03245484104472622,8.48437964323799e-08
PLEKHJ1,0.03246594564729332,0.014476264329575557
ERC2,0.03247835315342326,8.730623550488632e-05
RHCE,0.03248461233614418,0.0018956682355478838
BLOC1S5,0.03250639178125681,1.9595743326833658e-06
ATP1B1,0.032526195422865306,0.0002999468607598415
PRR19,0.03253783665809868,0.013166316281836647
ANAPC13,0.032564033769983514,1.1820352675403987e-08
AZI2,0.03257888237580757,1.0713970978345178e-06
SPSB4,0.032589596317166784,0.027870742568075126
LINC01618,0.032592010247807,0.02957827361352239
MYL3,0.032641277099833624,0.009795163250729717
ARF3,0.032658365632185875,1.7659474200175483e-05
LAP3,0.032733265802935424,7.930212869033749e-05
SH3GL3,0.032747530010628786,0.01802860688809134
HNF4A,0.03275765671356661,0.00036788617809522725
XPC,0.03276577053289192,1.3069312627753329e-05
XRN2,0.03277732921559739,3.233470269686876e-06
TBC1D17,0.03278501505746934,7.929904291372391e-05
SMC3,0.032786445113615455,4.625554736841671e-07
HEG1,0.03279177157980591,0.007626351442413701
NUDC,0.03280968312516899,6.191509720733579e-05
SDHA,0.0328183788607935,0.00039006175255686706
CTSZ,0.03286517081174614,0.00010852624390091399
CGN,0.03288668180106127,0.009220125865070646
GRM5,0.032904157590421645,0.017631366530692916
LARP6,0.0329287755095143,0.0006536969860791991
CSTF2T,0.03294634055783327,2.663534644296431e-06
BBIP1,0.032952528176344725,4.5293852510575156e-07
RNPS1,0.03296872666779604,1.4119311518537001e-05
GABRG2,0.03299315350664398,5.22765557919357e-05
SLC8A3,0.03299901633615988,0.0003973425573632431
SLC25A11,0.033015583333582975,4.752102711368807e-05
KPNA4,0.03302003878856924,0.00010329066797436226
NXPE4,0.03302975807549358,0.04829339089227039
CRAT37,0.03303003517317847,0.005575613598017553
LOC101928035,0.03312893829503601,0.045793124948243766
NDUFA1,0.033148924306833145,5.440923956581386e-09
RAB39B,0.033226357596913156,5.3100382938020937e-05
ZBTB5,0.03323893140649397,0.00014491972962891534
SPTY2D1,0.03324531611696214,0.0008022690410010501
LOC101929709,0.03326602481256461,0.004167442346789862
TMEM100,0.03328571493289485,0.04111887322423003
APOBEC3C,0.03329729493528912,0.015347688275656718
RIPK1,0.03329831498298557,4.669407235216559e-05
CCNYL2,0.03334476173048029,0.0013262183805466622
CLIP2,0.03335805057379352,0.003369818282979188
MRPL14,0.03336256231504094,0.00022966585353162208
KCNJ15,0.03338784015461599,0.036221297814201775
PPM1H,0.03339157339502472,6.455105717631087e-06
STXBP6,0.03344555859400298,0.004020818899472524
SPATA2,0.03347488180372939,0.0005400921215582015
RBPJ,0.03349347707237756,6.43680771663681e-06
FTX,0.033494531657708715,0.00011669534516241221
NOL7,0.033517732191260745,7.031538174041916e-06
CNTN6,0.033535497060708554,0.028764815317138617
LOC108783654,0.03355388889723741,0.0012271767149244076
KIAA0232,0.0335970088138995,1.3720360609514254e-05
ADAT2,0.0335995268325327,1.5959714999496534e-05
ZNF526,0.03360624285006297,7.050531947728647e-05
LOC100128164,0.033607283034259305,0.007701249338639569
XKR4,0.033615504076466914,0.0002512027419590642
PITPNB,0.03361608538593911,9.823611284656552e-07
RELA,0.03363624967728785,0.005300982235398079
CNKSR1,0.03364765441524894,0.0001375013699149306
CHCHD2,0.03365051409218181,4.047486422827817e-08
COL3A1,0.03365734810149503,0.014949995527773695
CCL15,0.033685012509194194,0.0008841627603870406
DTX3,0.03372281178797993,3.544672346312891e-05
CMYA5,0.033729799556512716,0.008989918429250393
TMEM269,0.03374266125728892,0.030291779588721264
DVL2,0.033748967008969,2.752444535033664e-05
NRG4,0.03378534060792809,0.02441842522991084
PDLIM3,0.033814652794773976,0.030852188886464915
ARHGEF26,0.0338182526873663,7.467221181879172e-06
GPR1,0.033825752319892995,0.027906561392261695
ZNF845,0.03383058273815699,1.626065527201999e-05
FOS,0.03383971658364423,0.0442216968639976
ADAMTS15,0.03383998233912431,0.04581039589265186
NDUFC2,0.03384175768350249,2.0493953577006517e-07
EOGT,0.03392189792987754,9.543090525241139e-05
LOC339874,0.033932224603920695,0.00274731944824609
IKBIP,0.03394745786840955,8.303238520636849e-05
TIMM17B,0.03395301694567021,1.615852268868681e-08
RHNO1,0.03398006138447694,3.2083909577001775e-05
DCX,0.03398443514187546,5.532802531207775e-06
BEND5,0.033999980156144645,0.00418570104774414
SMU1,0.03401395611120975,1.2890021005986709e-06
ARF6,0.034017160148298586,0.00027853075639436856
FLJ46284,0.03403158571444498,0.0002404525987447428
ZNF730,0.03403427453071322,0.004171123861201489
AK7,0.03404838032600074,2.437896429093762e-06
TFIP11,0.03404946345420205,3.9892642178225544e-05
AGFG2,0.03406860850089447,0.000973978081111455
UBE2G1,0.03409661198523722,4.2893055127943874e-05
LINC01474,0.03411900439790069,0.04166290656873681
SNX9,0.03414148751983171,4.894232366875631e-05
CXXC4,0.03414281490076143,3.197958258283536e-05
PLEKHA7,0.03415387670586486,0.002196956368223851
POT1-AS1,0.03418200891437097,6.187486788409026e-06
ILDR1,0.03419488894328524,0.005554183918477112
PITPNA,0.034197735760006544,9.477212815667411e-06
SV2B,0.034203826398291524,0.0001602745528118851
GPM6B,0.03427047087063763,0.0009518618737584481
USP6NL,0.03430187299747243,2.6893513337437504e-05
ZNF217,0.034309378488477225,0.014641029229274108
LINC00908,0.034353947509459214,1.2210764401798188e-05
TMEM132D,0.034364275574309565,0.00017839595253235364
TMEM129,0.034379358425102334,0.0002742189025938762
PTCHD3,0.034387795073228,0.00448148264414709
SDAD1,0.0344152241882733,1.2864630372737763e-08
LIFR,0.034426264132119085,0.010007995822047415
HTD2,0.03445638195029185,1.918403934362944e-08
NUBP1,0.034457111768202896,4.1416383794616235e-06
KAT5,0.034471626537605736,1.56380785566232e-05
KCNJ3,0.034488202126393655,0.0007803230571347849
CALR,0.034561131213749416,2.326807757566135e-05
GPR142,0.03458614481504905,0.00047814908733283105
MUC4,0.03460973488429014,0.02016363168010956
BRK1,0.03462839302647743,1.0744258313020098e-09
CTDSP1,0.03462977226715262,0.0041601840553934935
COL25A1,0.03466816726983682,0.04249904857969507
EFCAB5,0.03468477259038696,1.499684172393971e-05
TPO,0.03470995213113642,0.04474389213400439
ITGA9-AS1,0.03480240862228792,4.921349171178143e-05
ZNF831,0.034811900768473895,0.0021504675611829
KCNAB3,0.034836070272189504,0.00883671634856224
IMPG2,0.034858720472991676,0.00047827211519848396
TTC6,0.03486248610028509,0.034387437537519425
FBXO31,0.03488671149201233,2.5687564713651404e-05
ZNF524,0.034895866305267705,0.006646090107453554
ASIC4,0.03490589888494777,0.020575696811358117
PRTG,0.03490740638813393,0.0032763872321978625
TRIP4,0.03491946989136827,3.386807877410619e-07
PLA2G15,0.03492319061592637,1.4323457362588154e-05
LAGE3,0.034947928423924496,3.1678304322170232e-06
ERRFI1,0.03497181086443034,0.002131691653583546
FOXO3,0.03497313013485763,0.0002965815917782344
GLRX5,0.034982324811805604,4.207420254386395e-05
ARHGAP11A,0.035026321156895884,0.002610255958936932
DNAJC27-AS1,0.03504117969305394,0.0013679629584945115
COL4A3,0.03504614689673641,0.011258186360357922
FAM162B,0.035046852870463004,0.0009748090926913134
SLC12A1,0.035053381852491974,0.0014374565336955703
SRGAP3-AS2,0.035056953614872106,0.014381585008602652
SAP30L,0.0350644922096755,0.00013462823128644578
CDKN2B-AS1,0.035071710395722405,0.012076802813389903
DEUP1,0.03516682418384414,0.0014221783755472353
PHTF1,0.035227656213581024,6.998376603288956e-06
KCTD17,0.035230021721609966,0.00013832485609163706
PDRG1,0.03523269171995269,2.636289195280258e-05
LINC00894,0.03523691869244682,0.000980120402730155
BMI1,0.03523965624491335,2.02118387645455e-05
CYP39A1,0.03525278638290449,7.842339090493874e-05
PHC3,0.03525770974896481,1.5164308775587336e-05
ZNF385D,0.035274693825061966,0.00016320493117220363
KCNA5,0.03529591225119921,0.00046512342002676647
ACTL6B,0.03532002961379741,4.8306644425940244e-05
UPF1,0.035321659191268694,0.000719942221428727
RPN2,0.03535975200273229,1.2421804900916603e-07
KCNMA1,0.03537405785173458,5.737447461381193e-05
PPP1R11,0.035405456731126404,0.0004420825767216475
MIR181B2,0.03542057958686896,0.032561874102161555
TBC1D32,0.0354257451107031,0.002257228832611316
DAP,0.03546853837068383,3.1482165204058076e-05
AK1,0.03547996166916532,1.0003310089261842e-05
PCDHB10,0.03548612037926158,0.0001846884673250226
HTATSF1,0.03549186754643947,4.31055286197111e-06
ROBO2,0.035511784540786934,7.335454468109645e-05
SLC25A39,0.03552368312448817,0.0027761118711902948
UNC5C,0.03556414422359884,0.0017869085402717141
SFMBT1,0.03557036835673591,1.4516534935532036e-05
HIBADH,0.03558007908688463,1.867876859031992e-05
RASSF6,0.03558217180203388,7.880609155623806e-05
MICU1,0.035587647382735045,9.976850824313023e-07
CHN2,0.035612649551559995,0.0003736790830102384
CSRP2,0.03563422319562175,0.04519945626402842
GRIN3A,0.03563575071814571,0.01271083321779389
IRF5,0.03566936358167044,0.0008768022040846279
GBE1,0.035718033253221496,0.0031870198029931296
ZBED1,0.03572356529128299,0.0013905093463815413
